Time,ID,X,Y
60,car_59,5.1,-10.5
60,truck_9,149.98969089295798,-3.5
120,car_102,89.99127807173772,-10.5
120,car_59,145.99005197403287,-10.5
120,car_69,121.98587341466603,-10.5
120,truck_9,149.98969089295798,-3.5
180,car_102,89.99127807173772,-10.5
180,car_109,129.99320454692705,-10.5
180,car_126,49.99939048714997,-10.5
180,car_59,145.99005197403287,-10.5
180,car_69,121.98587341466603,-10.5
180,truck_111,149.98171250164194,-3.5
180,truck_126,49.99397501523651,-3.5
240,car_102,89.99127807173772,-10.5
240,car_109,129.99320454692705,-10.5
240,car_126,49.99939048714997,-10.5
240,car_192,42.49832688771107,-10.5
240,car_199,34.99729631559558,-10.5
240,car_217,27.4962432489438,-10.5
240,car_59,145.99005197403287,-10.5
240,car_69,121.98587341466603,-10.5
300,car_102,89.99127807173772,-10.5
300,car_109,129.99320454692705,-10.5
300,car_126,49.99939048714997,-10.5
300,car_192,42.49832688771107,-10.5
300,car_199,113.99855736294757,-10.5
300,car_217,34.99722835917229,-10.5
300,car_241,145.99993363102763,-3.5
300,car_246,27.496199484497904,-10.5
300,car_253,138.49886226278178,-3.5
300,car_289,19.995148082497337,-10.5
300,car_294,12.477643054892772,-10.5
300,car_59,145.99005197403287,-10.5
300,car_69,121.98587341466603,-10.5
360,car_102,89.99127807173772,-10.5
360,car_109,129.99320454692705,-10.5
360,car_126,49.99939048714997,-10.5
360,car_192,42.49832688771107,-10.5
360,car_199,113.99855736294757,-10.5
360,car_217,34.99722835917229,-10.5
360,car_241,145.99993363102763,-3.5
360,car_246,27.496199484497904,-10.5
360,car_253,138.49886226278178,-3.5
360,car_289,123.49684245094998,-3.5
360,car_294,130.99785537801233,-3.5
360,car_339,19.995153674308963,-10.5
360,car_345,12.494079988362817,-10.5
360,car_59,145.99005197403287,-10.5
360,car_69,121.98587341466603,-10.5
420,car_102,89.99127807173772,-10.5
420,car_109,129.99320454692705,-10.5
420,car_126,49.99939048714997,-10.5
420,car_192,42.49832688771107,-10.5
420,car_199,113.99855736294757,-10.5
420,car_217,34.99722835917229,-10.5
420,car_241,145.99993363102763,-3.5
420,car_246,27.496199484497904,-10.5
420,car_253,138.49886226278178,-3.5
420,car_289,123.49684245094998,-3.5
420,car_294,130.99785537801233,-3.5
420,car_339,19.995153674308963,-10.5
420,car_345,12.494079988362817,-10.5
420,car_59,145.99005197403287,-10.5
420,car_69,121.98587341466603,-10.5
480,car_102,89.99127807173772,-10.5
480,car_109,129.99320454692705,-10.5
480,car_126,49.99939048714997,-10.5
480,car_192,42.49832688771107,-10.5
480,car_199,113.99855736294757,-10.5
480,car_217,34.99722835917229,-10.5
480,car_241,145.99993363102763,-3.5
480,car_246,27.496199484497904,-10.5
480,car_253,138.49886226278178,-3.5
480,car_289,123.49684245094998,-3.5
480,car_294,130.99785537801233,-3.5
480,car_339,19.995153674308963,-10.5
480,car_345,12.494079988362817,-10.5
480,car_59,145.99005197403287,-10.5
480,car_69,121.98587341466603,-10.5
540,car_102,89.99127807173772,-10.5
540,car_109,129.99320454692705,-10.5
540,car_126,49.99939048714997,-10.5
540,car_199,113.99855736294757,-10.5
540,car_217,105.98595713950509,-10.5
540,car_241,145.99993363102763,-3.5
540,car_246,41.994368750207556,-10.5
540,car_253,138.49886226278178,-3.5
540,car_289,123.49684245094998,-3.5
540,car_294,130.99785537801233,-3.5
540,car_339,98.48493371564828,-10.5
540,car_345,105.99324465763011,-3.5
540,car_348,98.49224325908959,-3.5
540,car_369,34.493319115072424,-10.5
540,car_377,26.992279471975944,-10.5
540,car_384,19.49127837498466,-10.5
540,car_400,11.990274724625781,-10.5
540,car_59,145.99005197403287,-10.5
540,car_69,121.98587341466603,-10.5
540,truck_345,115.99578774453703,-3.5
600,car_102,89.99127807173772,-10.5
600,car_109,129.99320454692705,-10.5
600,car_126,49.99939048714997,-10.5
600,car_199,113.99855736294757,-10.5
600,car_217,105.98595713950509,-10.5
600,car_246,41.994368750207556,-10.5
600,car_253,153.9874530675196,-10.5
600,car_289,129.99999954595123,-3.5
600,car_294,161.99135509165475,-10.5
600,car_339,98.48493371564828,-10.5
600,car_345,105.99324465763011,-3.5
600,car_348,98.49224325908959,-3.5
600,car_369,34.493319115072424,-10.5
600,car_377,26.992279471975944,-10.5
600,car_384,19.49127837498466,-10.5
600,car_400,11.990274724625781,-10.5
600,car_59,145.99005197403287,-10.5
600,car_69,121.98587341466603,-10.5
600,truck_345,122.49842512122372,-3.5
660,car_102,89.99127807173772,-10.5
660,car_109,129.99320454692705,-10.5
660,car_126,49.99939048714997,-10.5
660,car_199,113.99855736294757,-10.5
660,car_217,105.98595713950509,-10.5
660,car_246,41.994368750207556,-10.5
660,car_253,153.9874530675196,-10.5
660,car_289,129.99999954595123,-3.5
660,car_294,161.99135509165475,-10.5
660,car_339,98.48493371564828,-10.5
660,car_345,105.99324465763011,-3.5
660,car_348,98.49224325908959,-3.5
660,car_369,34.493319115072424,-10.5
660,car_377,26.992279471975944,-10.5
660,car_384,19.49127837498466,-10.5
660,car_400,11.990274724625781,-10.5
660,car_59,145.99005197403287,-10.5
660,car_69,121.98587341466603,-10.5
660,truck_345,122.49895127376912,-3.5
720,car_102,89.99127807173772,-10.5
720,car_109,129.99320454692705,-10.5
720,car_126,49.99939048714997,-10.5
720,car_199,113.99855736294757,-10.5
720,car_217,105.98595713950509,-10.5
720,car_246,41.994368750207556,-10.5
720,car_253,153.9874530675196,-10.5
720,car_289,129.99999954595123,-3.5
720,car_294,161.99135509165475,-10.5
720,car_339,98.48493371564828,-10.5
720,car_345,105.99324465763011,-3.5
720,car_348,98.49224325908959,-3.5
720,car_369,34.493319115072424,-10.5
720,car_377,26.992279471975944,-10.5
720,car_384,19.49127837498466,-10.5
720,car_400,11.990274724625781,-10.5
720,car_59,145.99005197403287,-10.5
720,car_69,121.98587341466603,-10.5
720,truck_345,122.49895127376912,-3.5
780,car_102,89.99127807173772,-10.5
780,car_109,129.99320454692705,-10.5
780,car_126,49.99939048714997,-10.5
780,car_199,113.99855736294757,-10.5
780,car_217,105.98595713950509,-10.5
780,car_246,41.994368750207556,-10.5
780,car_253,153.9874530675196,-10.5
780,car_289,129.99999954595123,-3.5
780,car_294,161.99135509165475,-10.5
780,car_339,98.48493371564828,-10.5
780,car_345,105.99324465763011,-3.5
780,car_348,98.49224325908959,-3.5
780,car_369,34.493319115072424,-10.5
780,car_377,26.992279471975944,-10.5
780,car_384,19.49127837498466,-10.5
780,car_400,11.990274724625781,-10.5
780,car_59,145.99005197403287,-10.5
780,car_69,121.98587341466603,-10.5
780,truck_345,122.49895127376912,-3.5
840,car_102,89.99127807173772,-10.5
840,car_109,129.99320454692705,-10.5
840,car_126,49.99939048714997,-10.5
840,car_199,113.99855736294757,-10.5
840,car_217,105.98595713950509,-10.5
840,car_246,41.994368750207556,-10.5
840,car_253,153.9874530675196,-10.5
840,car_289,129.99999954595123,-3.5
840,car_294,161.99135509165475,-10.5
840,car_345,105.99324465763011,-3.5
840,car_348,98.49224325908959,-3.5
840,car_377,90.99122033343892,-3.5
840,car_384,73.9957236671396,-10.5
840,car_458,34.18514367632008,-3.5
840,car_59,145.99005197403287,-10.5
840,car_69,121.98587341466603,-10.5
840,truck_345,122.49895127376912,-3.5
900,car_102,89.99127807173772,-10.5
900,car_109,129.99320454692705,-10.5
900,car_126,49.99939048714997,-10.5
900,car_199,113.99855736294757,-10.5
900,car_217,105.98595713950509,-10.5
900,car_246,41.994368750207556,-10.5
900,car_253,153.9874530675196,-10.5
900,car_294,161.99135509165475,-10.5
900,car_345,105.99324465763011,-3.5
900,car_348,98.49224325908959,-3.5
900,car_377,90.99122033343892,-3.5
900,car_384,73.9957236671396,-10.5
900,car_400,75.98918540238172,-3.5
900,car_416,81.99936639248526,-10.5
900,car_458,68.48816182859937,-3.5
900,car_459,60.98707894326444,-3.5
900,car_498,53.48607201187531,-3.5
900,car_521,45.98504635642382,-3.5
900,car_545,38.48399627640726,-3.5
900,car_577,30.982952362514585,-3.5
900,car_586,26.992297159267157,-10.5
900,car_59,145.99005197403287,-10.5
900,car_604,23.481892404761826,-3.5
900,car_620,34.49336116827662,-10.5
900,car_635,19.491230479827983,-10.5
900,car_648,11.990154589718975,-10.5
900,car_69,121.98587341466603,-10.5
900,truck_425,83.49019974409894,-3.5
960,car_102,89.99127807173772,-10.5
960,car_109,129.99320454692705,-10.5
960,car_126,49.99939048714997,-10.5
960,car_199,113.99855736294757,-10.5
960,car_217,105.98595713950509,-10.5
960,car_246,41.994368750207556,-10.5
960,car_253,153.9874530675196,-10.5
960,car_294,161.99135509165475,-10.5
